t, Data (0), t, Data (1), t, Data (2), t, Data (3), t, Data (4), t, Data (5), t, Data (6), t, Data (7), t, Data (8), t, Data (9), t, Data (10), t, Data (11), t, Data (12), t, Data (13), t, Data (14), t, Data (15), t, Data (16), t, Data (17), t, Data (18), t, Data (19), t, Data (20), t, Data (21), t, Data (22), t, Data (23), t, Data (24), t, Data (25), t, Data (26), t, Data (27), t, Data (28), t, Data (29), t, Data (30), t, Data (31), t, Data (32), t, Data (33), t, Data (34), t, Data (35), t, Data (36), t, Data (37), t, Data (38), t, Data (39), t, Data (40), t, Data (41), t, Data (42), t, Data (43), t, Data (44), t, Data (45), t, Data (46), t, Data (47), t, Data (48), t, Data (49), t, Data (50), t, Data (51), t, Data (52), t, Data (53), t, Data (54), t, Data (55), t, Data (56), t, Data (57), t, Data (58), t, Data (59), t, Data (60), t, Data (61), t, Data (62), t, Data (63), t, Data (64), t, Data (65), t, Data (66), t, Data (67), t, Data (68), t, Data (69), t, Data (70), t, Data (71), 
4.300000, 1.610855e+00,4.300000, 2.218188e+01,4.300000, 0.000000e+00,4.300000, 0.000000e+00,4.300000, 0.000000e+00,4.300000, 3.221711e+01,4.300000, 4.770117e+01,4.300000, 0.000000e+00,4.300000, 0.000000e+00,4.300000, 9.540234e+02,4.300000, 2.701581e+00,4.300000, 0.000000e+00,4.300000, 0.000000e+00,4.300000, 0.000000e+00,4.300000, 0.000000e+00,4.300000, 5.403165e+01,4.300000, 2.000000e+01,4.300000, 0.000000e+00,4.300000, 3.011667e-04,4.300000, 0.000000e+00,4.300000, 0.000000e+00,4.300000, 0.000000e+00,4.300000, 0.000000e+00,4.300000, 3.012809e+01,4.300000, 4.201711e-06,4.300000, 0.000000e+00,4.300000, 0.000000e+00,4.300000, 4.203304e-01,4.300000, 6.878813e-04,4.300000, 0.000000e+00,4.300000, 0.000000e+00,4.300000, 0.000000e+00,4.300000, 0.000000e+00,4.300000, 6.881420e+01,4.300000, 1.000379e+05,4.300000, 0.000000e+00,4.300000, 0.000000e+00,4.300000, 0.000000e+00,4.300000, 0.000000e+00,4.300000, 0.000000e+00,4.300000, 0.000000e+00,4.300000, 0.000000e+00,4.300000, 0.000000e+00,4.300000, 0.000000e+00,4.300000, 0.000000e+00,4.300000, 0.000000e+00,4.300000, 4.614744e+01,4.300000, 0.000000e+00,4.300000, 0.000000e+00,4.300000, 5.465209e+01,4.300000, 4.765952e+02,4.300000, 4.614345e+00,4.300000, 9.998137e-02,4.300000, 8.720530e+00,4.300000, 0.000000e+00,4.300000, 0.000000e+00,4.300000, 0.000000e+00,4.300000, 4.024303e+02,4.300000, 0.000000e+00,4.300000, 4.024303e+02,4.300000, 8.720534e+00,4.300000, 1.404751e+01,4.300000, 0.000000e+00,4.300000, 1.404751e+01,4.300000, 2.355923e+01,4.300000, 0.000000e+00,4.300000, 2.355923e+01,4.300000, 8.720534e+00,4.300000, 0.000000e+00,4.300000, 1.000000e+01,4.300000, 0.000000e+00,4.300000, 5.000000e-01,
4.400000, 1.632984e+00,4.400000, 1.746897e+01,4.400000, 0.000000e+00,4.400000, 0.000000e+00,4.400000, 0.000000e+00,4.400000, 3.265969e+01,4.400000, 4.982289e+01,4.400000, 0.000000e+00,4.400000, 0.000000e+00,4.400000, 9.964579e+02,4.400000, 2.799513e+00,4.400000, 0.000000e+00,4.400000, 0.000000e+00,4.400000, 0.000000e+00,4.400000, 0.000000e+00,4.400000, 5.599030e+01,4.400000, 2.000000e+01,4.400000, 0.000000e+00,4.400000, 3.153639e-04,4.400000, 0.000000e+00,4.400000, 0.000000e+00,4.400000, 0.000000e+00,4.400000, 0.000000e+00,4.400000, 3.154862e+01,4.400000, 4.639715e-06,4.400000, 0.000000e+00,4.400000, 0.000000e+00,4.400000, 4.641514e-01,4.400000, 7.116128e-04,4.400000, 0.000000e+00,4.400000, 0.000000e+00,4.400000, 0.000000e+00,4.400000, 0.000000e+00,4.400000, 7.118888e+01,4.400000, 1.000388e+05,4.400000, 0.000000e+00,4.400000, 0.000000e+00,4.400000, 0.000000e+00,4.400000, 0.000000e+00,4.400000, 0.000000e+00,4.400000, 0.000000e+00,4.400000, 0.000000e+00,4.400000, 0.000000e+00,4.400000, 0.000000e+00,4.400000, 0.000000e+00,4.400000, 0.000000e+00,4.400000, 5.434641e+01,4.400000, 0.000000e+00,4.400000, 0.000000e+00,4.400000, 3.672338e+01,4.400000, 3.202474e+02,4.400000, 5.434149e+00,4.400000, 9.998094e-02,4.400000, 8.720530e+00,4.400000, 0.000000e+00,4.400000, 0.000000e+00,4.400000, 0.000000e+00,4.400000, 4.739297e+02,4.400000, 0.000000e+00,4.400000, 4.739297e+02,4.400000, 8.720534e+00,4.400000, 1.424049e+01,4.400000, 0.000000e+00,4.400000, 1.424049e+01,4.400000, 2.441325e+01,4.400000, 0.000000e+00,4.400000, 2.441325e+01,4.400000, 8.720534e+00,4.400000, 0.000000e+00,4.400000, 1.000000e+01,4.400000, 0.000000e+00,4.400000, 5.000000e-01,
4.500000, 1.633125e+00,4.500000, 1.309462e+01,4.500000, 0.000000e+00,4.500000, 0.000000e+00,4.500000, 0.000000e+00,4.500000, 3.266252e+01,4.500000, 5.183701e+01,4.500000, 0.000000e+00,4.500000, 0.000000e+00,4.500000, 1.036740e+03,4.500000, 2.538006e+00,4.500000, 0.000000e+00,4.500000, 0.000000e+00,4.500000, 0.000000e+00,4.500000, 0.000000e+00,4.500000, 5.076014e+01,4.500000, 2.000000e+01,4.500000, 0.000000e+00,4.500000, 3.296097e-04,4.500000, 0.000000e+00,4.500000, 0.000000e+00,4.500000, 0.000000e+00,4.500000, 0.000000e+00,4.500000, 3.297404e+01,4.500000, 5.114589e-06,4.500000, 0.000000e+00,4.500000, 0.000000e+00,4.500000, 5.116617e-01,4.500000, 7.340596e-04,4.500000, 0.000000e+00,4.500000, 0.000000e+00,4.500000, 0.000000e+00,4.500000, 0.000000e+00,4.500000, 7.343506e+01,4.500000, 1.000396e+05,4.500000, 0.000000e+00,4.500000, 0.000000e+00,4.500000, 0.000000e+00,4.500000, 0.000000e+00,4.500000, 0.000000e+00,4.500000, 0.000000e+00,4.500000, 0.000000e+00,4.500000, 0.000000e+00,4.500000, 0.000000e+00,4.500000, 0.000000e+00,4.500000, 0.000000e+00,4.500000, 3.864199e+01,4.500000, 0.000000e+00,4.500000, 0.000000e+00,4.500000, 2.281662e+01,4.500000, 1.989730e+02,4.500000, 3.863833e+00,4.500000, 9.998052e-02,4.500000, 8.720530e+00,4.500000, 0.000000e+00,4.500000, 0.000000e+00,4.500000, 0.000000e+00,4.500000, 3.369788e+02,4.500000, 0.000000e+00,4.500000, 3.369788e+02,4.500000, 8.720534e+00,4.500000, 1.424172e+01,4.500000, 0.000000e+00,4.500000, 1.424172e+01,4.500000, 2.213276e+01,4.500000, 0.000000e+00,4.500000, 2.213276e+01,4.500000, 8.720534e+00,4.500000, 0.000000e+00,4.500000, 1.000000e+01,4.500000, 0.000000e+00,4.500000, 5.000000e-01,
4.600000, 1.616211e+00,4.600000, 1.020432e+01,4.600000, 0.000000e+00,4.600000, 0.000000e+00,4.600000, 0.000000e+00,4.600000, 3.232424e+01,4.600000, 5.348696e+01,4.600000, 0.000000e+00,4.600000, 0.000000e+00,4.600000, 1.069739e+03,4.600000, 2.018148e+00,4.600000, 0.000000e+00,4.600000, 0.000000e+00,4.600000, 0.000000e+00,4.600000, 0.000000e+00,4.600000, 4.036297e+01,4.600000, 2.000000e+01,4.600000, 0.000000e+00,4.600000, 3.437377e-04,4.600000, 0.000000e+00,4.600000, 0.000000e+00,4.600000, 0.000000e+00,4.600000, 0.000000e+00,4.600000, 3.438770e+01,4.600000, 5.623280e-06,4.600000, 0.000000e+00,4.600000, 0.000000e+00,4.600000, 5.625559e-01,4.600000, 7.523621e-04,4.600000, 0.000000e+00,4.600000, 0.000000e+00,4.600000, 0.000000e+00,4.600000, 0.000000e+00,4.600000, 7.526670e+01,4.600000, 1.000405e+05,4.600000, 0.000000e+00,4.600000, 0.000000e+00,4.600000, 0.000000e+00,4.600000, 0.000000e+00,4.600000, 0.000000e+00,4.600000, 0.000000e+00,4.600000, 0.000000e+00,4.600000, 0.000000e+00,4.600000, 0.000000e+00,4.600000, 0.000000e+00,4.600000, 0.000000e+00,4.600000, 2.447055e+01,4.600000, 0.000000e+00,4.600000, 0.000000e+00,4.600000, 1.503387e+01,4.600000, 1.311033e+02,4.600000, 2.446813e+00,4.600000, 9.998009e-02,4.600000, 8.720530e+00,4.600000, 0.000000e+00,4.600000, 0.000000e+00,4.600000, 0.000000e+00,4.600000, 2.133963e+02,4.600000, 0.000000e+00,4.600000, 2.133963e+02,4.600000, 8.720534e+00,4.600000, 1.409422e+01,4.600000, 0.000000e+00,4.600000, 1.409422e+01,4.600000, 1.759932e+01,4.600000, 0.000000e+00,4.600000, 1.759932e+01,4.600000, 8.720534e+00,4.600000, 0.000000e+00,4.600000, 1.000000e+01,4.600000, 0.000000e+00,4.600000, 5.000000e-01,
4.700000, 1.592557e+00,4.700000, 8.342125e+00,4.700000, 0.000000e+00,4.700000, 0.000000e+00,4.700000, 0.000000e+00,4.700000, 3.185115e+01,4.700000, 5.471249e+01,4.700000, 0.000000e+00,4.700000, 0.000000e+00,4.700000, 1.094250e+03,4.700000, 1.482304e+00,4.700000, 0.000000e+00,4.700000, 0.000000e+00,4.700000, 0.000000e+00,4.700000, 0.000000e+00,4.700000, 2.964610e+01,4.700000, 2.000000e+01,4.700000, 0.000000e+00,4.700000, 3.576774e-04,4.700000, 0.000000e+00,4.700000, 0.000000e+00,4.700000, 0.000000e+00,4.700000, 0.000000e+00,4.700000, 3.578254e+01,4.700000, 6.163225e-06,4.700000, 0.000000e+00,4.700000, 0.000000e+00,4.700000, 6.165777e-01,4.700000, 7.658361e-04,4.700000, 0.000000e+00,4.700000, 0.000000e+00,4.700000, 0.000000e+00,4.700000, 0.000000e+00,4.700000, 7.661532e+01,4.700000, 1.000414e+05,4.700000, 0.000000e+00,4.700000, 0.000000e+00,4.700000, 0.000000e+00,4.700000, 0.000000e+00,4.700000, 0.000000e+00,4.700000, 0.000000e+00,4.700000, 0.000000e+00,4.700000, 0.000000e+00,4.700000, 0.000000e+00,4.700000, 0.000000e+00,4.700000, 0.000000e+00,4.700000, 1.578600e+01,4.700000, 0.000000e+00,4.700000, 0.000000e+00,4.700000, 1.088833e+01,4.700000, 9.495202e+01,4.700000, 1.578437e+00,4.700000, 9.997966e-02,4.700000, 8.720530e+00,4.700000, 0.000000e+00,4.700000, 0.000000e+00,4.700000, 0.000000e+00,4.700000, 1.376624e+02,4.700000, 0.000000e+00,4.700000, 1.376624e+02,4.700000, 8.720534e+00,4.700000, 1.388794e+01,4.700000, 0.000000e+00,4.700000, 1.388794e+01,4.700000, 1.292649e+01,4.700000, 0.000000e+00,4.700000, 1.292649e+01,4.700000, 8.720534e+00,4.700000, 0.000000e+00,4.700000, 1.000000e+01,4.700000, 0.000000e+00,4.700000, 5.000000e-01,
4.800000, 1.560905e+00,4.800000, 7.622184e+00,4.800000, 0.000000e+00,4.800000, 0.000000e+00,4.800000, 0.000000e+00,4.800000, 3.121812e+01,4.800000, 5.562052e+01,4.800000, 0.000000e+00,4.800000, 0.000000e+00,4.800000, 1.112410e+03,4.800000, 1.103572e+00,4.800000, 0.000000e+00,4.800000, 0.000000e+00,4.800000, 0.000000e+00,4.800000, 0.000000e+00,4.800000, 2.207146e+01,4.800000, 2.000000e+01,4.800000, 0.000000e+00,4.800000, 3.713457e-04,4.800000, 0.000000e+00,4.800000, 0.000000e+00,4.800000, 0.000000e+00,4.800000, 0.000000e+00,4.800000, 3.715026e+01,4.800000, 6.731346e-06,4.800000, 0.000000e+00,4.800000, 0.000000e+00,4.800000, 6.734192e-01,4.800000, 7.756992e-04,4.800000, 0.000000e+00,4.800000, 0.000000e+00,4.800000, 0.000000e+00,4.800000, 0.000000e+00,4.800000, 7.760271e+01,4.800000, 1.000423e+05,4.800000, 0.000000e+00,4.800000, 0.000000e+00,4.800000, 0.000000e+00,4.800000, 0.000000e+00,4.800000, 0.000000e+00,4.800000, 0.000000e+00,4.800000, 0.000000e+00,4.800000, 0.000000e+00,4.800000, 0.000000e+00,4.800000, 0.000000e+00,4.800000, 0.000000e+00,4.800000, 1.165806e+01,4.800000, 0.000000e+00,4.800000, 0.000000e+00,4.800000, 9.344924e+00,4.800000, 8.149269e+01,4.800000, 1.165681e+00,4.800000, 9.997923e-02,4.800000, 8.720530e+00,4.800000, 0.000000e+00,4.800000, 0.000000e+00,4.800000, 0.000000e+00,4.800000, 1.016645e+02,4.800000, 0.000000e+00,4.800000, 1.016645e+02,4.800000, 8.720534e+00,4.800000, 1.361193e+01,4.800000, 0.000000e+00,4.800000, 1.361193e+01,4.800000, 9.623742e+00,4.800000, 0.000000e+00,4.800000, 9.623742e+00,4.800000, 8.720534e+00,4.800000, 0.000000e+00,4.800000, 1.000000e+01,4.800000, 0.000000e+00,4.800000, 5.000000e-01,
4.900000, 1.538096e+00,4.900000, 8.748461e+00,4.900000, 0.000000e+00,4.900000, 0.000000e+00,4.900000, 0.000000e+00,4.900000, 3.076193e+01,4.900000, 5.627402e+01,4.900000, 0.000000e+00,4.900000, 0.000000e+00,4.900000, 1.125480e+03,4.900000, 8.053464e-01,4.900000, 0.000000e+00,4.900000, 0.000000e+00,4.900000, 0.000000e+00,4.900000, 0.000000e+00,4.900000, 1.610694e+01,4.900000, 2.000000e+01,4.900000, 0.000000e+00,4.900000, 3.848005e-04,4.900000, 0.000000e+00,4.900000, 0.000000e+00,4.900000, 0.000000e+00,4.900000, 0.000000e+00,4.900000, 3.849665e+01,4.900000, 7.325373e-06,4.900000, 0.000000e+00,4.900000, 0.000000e+00,4.900000, 7.328533e-01,4.900000, 7.826414e-04,4.900000, 0.000000e+00,4.900000, 0.000000e+00,4.900000, 0.000000e+00,4.900000, 0.000000e+00,4.900000, 7.829790e+01,4.900000, 1.000431e+05,4.900000, 0.000000e+00,4.900000, 0.000000e+00,4.900000, 0.000000e+00,4.900000, 0.000000e+00,4.900000, 0.000000e+00,4.900000, 0.000000e+00,4.900000, 0.000000e+00,4.900000, 0.000000e+00,4.900000, 0.000000e+00,4.900000, 0.000000e+00,4.900000, 0.000000e+00,4.900000, 9.240662e+00,4.900000, 0.000000e+00,4.900000, 0.000000e+00,4.900000, 1.161875e+01,4.900000, 1.013217e+02,4.900000, 9.239626e-01,4.900000, 9.997880e-02,4.900000, 8.720530e+00,4.900000, 0.000000e+00,4.900000, 0.000000e+00,4.900000, 0.000000e+00,4.900000, 8.058351e+01,4.900000, 0.000000e+00,4.900000, 8.058351e+01,4.900000, 8.720534e+00,4.900000, 1.341302e+01,4.900000, 0.000000e+00,4.900000, 1.341302e+01,4.900000, 7.023051e+00,4.900000, 0.000000e+00,4.900000, 7.023051e+00,4.900000, 8.720534e+00,4.900000, 0.000000e+00,4.900000, 1.000000e+01,4.900000, 0.000000e+00,4.900000, 5.000000e-01,
5.000000, 1.519885e+00,5.000000, 1.015128e+01,5.000000, 0.000000e+00,5.000000, 0.000000e+00,5.000000, 0.000000e+00,5.000000, 3.039772e+01,5.000000, 5.683325e+01,5.000000, 0.000000e+00,5.000000, 0.000000e+00,5.000000, 1.136665e+03,5.000000, 7.253730e-01,5.000000, 0.000000e+00,5.000000, 0.000000e+00,5.000000, 0.000000e+00,5.000000, 0.000000e+00,5.000000, 1.450747e+01,5.000000, 2.000000e+01,5.000000, 0.000000e+00,5.000000, 3.980793e-04,5.000000, 0.000000e+00,5.000000, 0.000000e+00,5.000000, 0.000000e+00,5.000000, 0.000000e+00,5.000000, 3.982545e+01,5.000000, 7.946253e-06,5.000000, 0.000000e+00,5.000000, 0.000000e+00,5.000000, 7.949750e-01,5.000000, 7.884874e-04,5.000000, 0.000000e+00,5.000000, 0.000000e+00,5.000000, 0.000000e+00,5.000000, 0.000000e+00,5.000000, 7.888345e+01,5.000000, 1.000440e+05,5.000000, 0.000000e+00,5.000000, 0.000000e+00,5.000000, 0.000000e+00,5.000000, 0.000000e+00,5.000000, 0.000000e+00,5.000000, 0.000000e+00,5.000000, 0.000000e+00,5.000000, 0.000000e+00,5.000000, 0.000000e+00,5.000000, 0.000000e+00,5.000000, 0.000000e+00,5.000000, 1.165501e+01,5.000000, 0.000000e+00,5.000000, 0.000000e+00,5.000000, 1.487570e+01,5.000000, 1.297240e+02,5.000000, 1.165366e+00,5.000000, 9.997837e-02,5.000000, 8.720530e+00,5.000000, 0.000000e+00,5.000000, 0.000000e+00,5.000000, 0.000000e+00,5.000000, 1.016379e+02,5.000000, 0.000000e+00,5.000000, 1.016379e+02,5.000000, 8.720534e+00,5.000000, 1.325421e+01,5.000000, 0.000000e+00,5.000000, 1.325421e+01,5.000000, 6.325640e+00,5.000000, 0.000000e+00,5.000000, 6.325640e+00,5.000000, 8.720534e+00,5.000000, 0.000000e+00,5.000000, 1.000000e+01,5.000000, 0.000000e+00,5.000000, 5.000000e-01,
5.100000, 1.498669e+00,5.100000, 8.142587e+00,5.100000, 0.000000e+00,5.100000, 0.000000e+00,5.100000, 0.000000e+00,5.100000, 2.997340e+01,5.100000, 5.737602e+01,5.100000, 0.000000e+00,5.100000, 0.000000e+00,5.100000, 1.147520e+03,5.100000, 7.344588e-01,5.100000, 0.000000e+00,5.100000, 0.000000e+00,5.100000, 0.000000e+00,5.100000, 0.000000e+00,5.100000, 1.468918e+01,5.100000, 2.000000e+01,5.100000, 0.000000e+00,5.100000, 4.111929e-04,5.100000, 0.000000e+00,5.100000, 0.000000e+00,5.100000, 0.000000e+00,5.100000, 0.000000e+00,5.100000, 4.113774e+01,5.100000, 8.592406e-06,5.100000, 0.000000e+00,5.100000, 0.000000e+00,5.100000, 8.596263e-01,5.100000, 7.941375e-04,5.100000, 0.000000e+00,5.100000, 0.000000e+00,5.100000, 0.000000e+00,5.100000, 0.000000e+00,5.100000, 7.944939e+01,5.100000, 1.000449e+05,5.100000, 0.000000e+00,5.100000, 0.000000e+00,5.100000, 0.000000e+00,5.100000, 0.000000e+00,5.100000, 0.000000e+00,5.100000, 0.000000e+00,5.100000, 0.000000e+00,5.100000, 0.000000e+00,5.100000, 0.000000e+00,5.100000, 0.000000e+00,5.100000, 0.000000e+00,5.100000, 1.440530e+01,5.100000, 0.000000e+00,5.100000, 0.000000e+00,5.100000, 1.040306e+01,5.100000, 9.072021e+01,5.100000, 1.440357e+00,5.100000, 9.997794e-02,5.100000, 8.720530e+00,5.100000, 0.000000e+00,5.100000, 0.000000e+00,5.100000, 0.000000e+00,5.100000, 1.256219e+02,5.100000, 0.000000e+00,5.100000, 1.256219e+02,5.100000, 8.720534e+00,5.100000, 1.306920e+01,5.100000, 0.000000e+00,5.100000, 1.306920e+01,5.100000, 6.404873e+00,5.100000, 0.000000e+00,5.100000, 6.404873e+00,5.100000, 8.720534e+00,5.100000, 0.000000e+00,5.100000, 1.000000e+01,5.100000, 0.000000e+00,5.100000, 5.000000e-01,
5.200000, 1.468805e+00,5.200000, 6.995511e+00,5.200000, 0.000000e+00,5.200000, 0.000000e+00,5.200000, 0.000000e+00,5.200000, 2.937611e+01,5.200000, 5.791552e+01,5.200000, 0.000000e+00,5.200000, 0.000000e+00,5.200000, 1.158310e+03,5.200000, 7.034979e-01,5.200000, 0.000000e+00,5.200000, 0.000000e+00,5.200000, 0.000000e+00,5.200000, 0.000000e+00,5.200000, 1.406997e+01,5.200000, 2.000000e+01,5.200000, 0.000000e+00,5.200000, 4.240555e-04,5.200000, 0.000000e+00,5.200000, 0.000000e+00,5.200000, 0.000000e+00,5.200000, 0.000000e+00,5.200000, 4.242496e+01,5.200000, 9.263800e-06,5.200000, 0.000000e+00,5.200000, 0.000000e+00,5.200000, 9.268039e-01,5.200000, 7.997541e-04,5.200000, 0.000000e+00,5.200000, 0.000000e+00,5.200000, 0.000000e+00,5.200000, 0.000000e+00,5.200000, 8.001201e+01,5.200000, 1.000458e+05,5.200000, 0.000000e+00,5.200000, 0.000000e+00,5.200000, 0.000000e+00,5.200000, 0.000000e+00,5.200000, 0.000000e+00,5.200000, 0.000000e+00,5.200000, 0.000000e+00,5.200000, 0.000000e+00,5.200000, 0.000000e+00,5.200000, 0.000000e+00,5.200000, 0.000000e+00,5.200000, 1.102634e+01,5.200000, 0.000000e+00,5.200000, 0.000000e+00,5.200000, 8.019710e+00,5.200000, 6.993612e+01,5.200000, 1.102497e+00,5.200000, 9.997752e-02,5.200000, 8.720530e+00,5.200000, 0.000000e+00,5.200000, 0.000000e+00,5.200000, 0.000000e+00,5.200000, 9.615559e+01,5.200000, 0.000000e+00,5.200000, 9.615559e+01,5.200000, 8.720534e+00,5.200000, 1.280876e+01,5.200000, 0.000000e+00,5.200000, 1.280876e+01,5.200000, 6.134878e+00,5.200000, 0.000000e+00,5.200000, 6.134878e+00,5.200000, 8.720534e+00,5.200000, 0.000000e+00,5.200000, 1.000000e+01,5.200000, 0.000000e+00,5.200000, 5.000000e-01,
5.300000, 1.433341e+00,5.300000, 4.784693e+00,5.300000, 0.000000e+00,5.300000, 0.000000e+00,5.300000, 0.000000e+00,5.300000, 2.866683e+01,5.300000, 5.836773e+01,5.300000, 0.000000e+00,5.300000, 0.000000e+00,5.300000, 1.167355e+03,5.300000, 5.825437e-01,5.300000, 0.000000e+00,5.300000, 0.000000e+00,5.300000, 0.000000e+00,5.300000, 0.000000e+00,5.300000, 1.165088e+01,5.300000, 2.000000e+01,5.300000, 0.000000e+00,5.300000, 4.366296e-04,5.300000, 0.000000e+00,5.300000, 0.000000e+00,5.300000, 0.000000e+00,5.300000, 0.000000e+00,5.300000, 4.368332e+01,5.300000, 9.959575e-06,5.300000, 0.000000e+00,5.300000, 0.000000e+00,5.300000, 9.964219e-01,5.300000, 8.043580e-04,5.300000, 0.000000e+00,5.300000, 0.000000e+00,5.300000, 0.000000e+00,5.300000, 0.000000e+00,5.300000, 8.047331e+01,5.300000, 1.000466e+05,5.300000, 0.000000e+00,5.300000, 0.000000e+00,5.300000, 0.000000e+00,5.300000, 0.000000e+00,5.300000, 0.000000e+00,5.300000, 0.000000e+00,5.300000, 0.000000e+00,5.300000, 0.000000e+00,5.300000, 0.000000e+00,5.300000, 0.000000e+00,5.300000, 0.000000e+00,5.300000, 8.078241e+00,5.300000, 0.000000e+00,5.300000, 0.000000e+00,5.300000, 4.310678e+00,5.300000, 3.759140e+01,5.300000, 8.077198e-01,5.300000, 9.997709e-02,5.300000, 8.720530e+00,5.300000, 0.000000e+00,5.300000, 0.000000e+00,5.300000, 0.000000e+00,5.300000, 7.044658e+01,5.300000, 0.000000e+00,5.300000, 7.044658e+01,5.300000, 8.720534e+00,5.300000, 1.249950e+01,5.300000, 0.000000e+00,5.300000, 1.249950e+01,5.300000, 5.080092e+00,5.300000, 0.000000e+00,5.300000, 5.080092e+00,5.300000, 8.720534e+00,5.300000, 0.000000e+00,5.300000, 1.000000e+01,5.300000, 0.000000e+00,5.300000, 5.000000e-01,
5.400000, 1.397847e+00,5.400000, 5.543694e+00,5.400000, 0.000000e+00,5.400000, 0.000000e+00,5.400000, 0.000000e+00,5.400000, 2.795694e+01,5.400000, 5.872974e+01,5.400000, 0.000000e+00,5.400000, 0.000000e+00,5.400000, 1.174595e+03,5.400000, 4.543009e-01,5.400000, 0.000000e+00,5.400000, 0.000000e+00,5.400000, 0.000000e+00,5.400000, 0.000000e+00,5.400000, 9.086023e+00,5.400000, 2.000000e+01,5.400000, 0.000000e+00,5.400000, 4.488824e-04,5.400000, 0.000000e+00,5.400000, 0.000000e+00,5.400000, 0.000000e+00,5.400000, 0.000000e+00,5.400000, 4.490956e+01,5.400000, 1.067853e-05,5.400000, 0.000000e+00,5.400000, 0.000000e+00,5.400000, 1.068360e+00,5.400000, 8.079086e-04,5.400000, 0.000000e+00,5.400000, 0.000000e+00,5.400000, 0.000000e+00,5.400000, 0.000000e+00,5.400000, 8.082923e+01,5.400000, 1.000475e+05,5.400000, 0.000000e+00,5.400000, 0.000000e+00,5.400000, 0.000000e+00,5.400000, 0.000000e+00,5.400000, 0.000000e+00,5.400000, 0.000000e+00,5.400000, 0.000000e+00,5.400000, 0.000000e+00,5.400000, 0.000000e+00,5.400000, 0.000000e+00,5.400000, 0.000000e+00,5.400000, 4.795267e+00,5.400000, 0.000000e+00,5.400000, 0.000000e+00,5.400000, 5.454506e+00,5.400000, 4.756619e+01,5.400000, 4.794627e-01,5.400000, 9.997666e-02,5.400000, 8.720530e+00,5.400000, 0.000000e+00,5.400000, 0.000000e+00,5.400000, 0.000000e+00,5.400000, 4.181729e+01,5.400000, 0.000000e+00,5.400000, 4.181729e+01,5.400000, 8.720534e+00,5.400000, 1.218997e+01,5.400000, 0.000000e+00,5.400000, 1.218997e+01,5.400000, 3.961747e+00,5.400000, 0.000000e+00,5.400000, 3.961747e+00,5.400000, 8.720534e+00,5.400000, 0.000000e+00,5.400000, 1.000000e+01,5.400000, 0.000000e+00,5.400000, 5.000000e-01,
5.500000, 1.374100e+00,5.500000, 7.977325e+00,5.500000, 0.000000e+00,5.500000, 0.000000e+00,5.500000, 0.000000e+00,5.500000, 2.748202e+01,5.500000, 5.900950e+01,5.500000, 0.000000e+00,5.500000, 0.000000e+00,5.500000, 1.180190e+03,5.500000, 3.671010e-01,5.500000, 0.000000e+00,5.500000, 0.000000e+00,5.500000, 0.000000e+00,5.500000, 0.000000e+00,5.500000, 7.342023e+00,5.500000, 2.000000e+01,5.500000, 0.000000e+00,5.500000, 4.608992e-04,5.500000, 0.000000e+00,5.500000, 0.000000e+00,5.500000, 0.000000e+00,5.500000, 0.000000e+00,5.500000, 4.611221e+01,5.500000, 1.141946e-05,5.500000, 0.000000e+00,5.500000, 0.000000e+00,5.500000, 1.142498e+00,5.500000, 8.104830e-04,5.500000, 0.000000e+00,5.500000, 0.000000e+00,5.500000, 0.000000e+00,5.500000, 0.000000e+00,5.500000, 8.108751e+01,5.500000, 1.000484e+05,5.500000, 0.000000e+00,5.500000, 0.000000e+00,5.500000, 0.000000e+00,5.500000, 0.000000e+00,5.500000, 0.000000e+00,5.500000, 0.000000e+00,5.500000, 0.000000e+00,5.500000, 0.000000e+00,5.500000, 0.000000e+00,5.500000, 0.000000e+00,5.500000, 0.000000e+00,5.500000, 5.247928e+00,5.500000, 0.000000e+00,5.500000, 0.000000e+00,5.500000, 1.017277e+01,5.500000, 8.871194e+01,5.500000, 5.247205e-01,5.500000, 9.997623e-02,5.500000, 8.720530e+00,5.500000, 0.000000e+00,5.500000, 0.000000e+00,5.500000, 0.000000e+00,5.500000, 4.576474e+01,5.500000, 0.000000e+00,5.500000, 4.576474e+01,5.500000, 8.720534e+00,5.500000, 1.198289e+01,5.500000, 0.000000e+00,5.500000, 1.198289e+01,5.500000, 3.201317e+00,5.500000, 0.000000e+00,5.500000, 3.201317e+00,5.500000, 8.720534e+00,5.500000, 0.000000e+00,5.500000, 1.000000e+01,5.500000, 0.000000e+00,5.500000, 5.000000e-01,
